x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32
0.475081325,0.268316805,0.472207129,0.256453276,0.471071333,0.256074935,0.469846249,0.255756229,0.471646667,0.256749839,0.46989128,0.256568432,0.467999011,0.256525189,0.458377063,0.25834173,0.457013726,0.259229183,0.47085464,0.281073928,0.470255554,0.281191438,0.444507778,0.33310762,0.447196752,0.330658376,0.479338527,0.396463543,0.47903952,0.389202178,0.522839487,0.430757552,0.526981533,0.437277943,0.531420588,0.447587997,0.534531295,0.458202749,0.532822073,0.44807896,0.535521567,0.456956059,0.529555619,0.442147672,0.532807112,0.450472474,0.454881459,0.521890163,0.460519969,0.525235355,0.449495912,0.624766231,0.471997529,0.642675161,0.414994359,0.723607361,0.48083818,0.761649668,0.402714729,0.74401623,0.471558154,0.787196338,0.438325256,0.748365641,0.515037239,0.781356573
0.47663784,0.26684007,0.474073797,0.255316317,0.473212034,0.2551395,0.472067624,0.254949361,0.473693848,0.25559172,0.472296715,0.255507588,0.470320195,0.255446613,0.460705966,0.257413626,0.458095193,0.258265942,0.472844929,0.279631078,0.472255111,0.280029178,0.448163599,0.332770884,0.448774219,0.329581738,0.484099746,0.396793783,0.482575387,0.387135059,0.526169538,0.428757429,0.52899605,0.433737755,0.535058081,0.444327295,0.536931992,0.454439759,0.536573112,0.445082903,0.53819108,0.453321844,0.533351302,0.439785689,0.535268843,0.446868539,0.460755438,0.519610405,0.463331342,0.521735907,0.456435472,0.623589218,0.472851127,0.637787461,0.419498444,0.716733634,0.481837749,0.761586249,0.405285805,0.734981477,0.47163108,0.787108898,0.43951568,0.748387992,0.515277088,0.781910598
0.479511648,0.264409125,0.476460606,0.252822667,0.475792468,0.252858073,0.475004554,0.252883404,0.476006567,0.252924711,0.475031346,0.252994537,0.473380834,0.252904922,0.463888049,0.255678087,0.46037516,0.255865633,0.475865364,0.277500451,0.475250661,0.278076917,0.454546869,0.33334288,0.449869424,0.327506036,0.488546103,0.400919378,0.487621307,0.377350867,0.530855954,0.434912473,0.532416582,0.421136081,0.540761411,0.451315463,0.539556742,0.44014588,0.541517615,0.451097757,0.540296674,0.440318525,0.537813604,0.445441455,0.536971748,0.43306002,0.467979759,0.518421352,0.466549098,0.520525813,0.464929879,0.625767291,0.475633115,0.636676788,0.423856139,0.714834213,0.482083946,0.761855543,0.410290182,0.730006099,0.471692592,0.787887931,0.441553384,0.749148726,0.515416682,0.784473598
0.483642608,0.26353097,0.480242878,0.251683056,0.479130328,0.251520693,0.478284657,0.251439929,0.479596049,0.251833379,0.478333384,0.251819342,0.477289349,0.251727164,0.467388749,0.25501278,0.464702725,0.2549797,0.479522377,0.277111322,0.479032308,0.277397633,0.457842976,0.334527135,0.45280081,0.32709232,0.493992388,0.403024435,0.493080884,0.371776849,0.538016379,0.43770197,0.534953654,0.408177674,0.547073305,0.453590155,0.540189922,0.419794023,0.547989011,0.454111218,0.540136516,0.420090526,0.544290721,0.448492229,0.537620783,0.417946845,0.473583132,0.51794225,0.471429676,0.521052718,0.472016007,0.631862819,0.480581105,0.639798641,0.432636887,0.710157156,0.482129365,0.761802793,0.418939322,0.719710588,0.47137773,0.787180007,0.441414684,0.752090812,0.514904201,0.784713089
0.486656725,0.263287663,0.483484209,0.251406193,0.482099175,0.251224786,0.481051177,0.251132995,0.483019769,0.251444519,0.481423229,0.251320213,0.480205566,0.251120299,0.470626563,0.254904985,0.468109697,0.254674792,0.482457578,0.27714017,0.482096136,0.277322501,0.46313709,0.337146521,0.456172556,0.326950967,0.498723626,0.405719638,0.495095462,0.369531542,0.543160498,0.439576715,0.537368596,0.399554402,0.552752078,0.453541577,0.541723549,0.409334332,0.554037511,0.454383135,0.541179538,0.409600616,0.550049722,0.449053735,0.539946258,0.408477753,0.48008725,0.517430544,0.474259496,0.52143544,0.479223073,0.631462216,0.483506024,0.639780581,0.439735442,0.704518139,0.482503951,0.762208223,0.424319059,0.708143413,0.471769303,0.787458539,0.441456735,0.756395519,0.515444994,0.786655486
0.488699406,0.2627123,0.485380948,0.250763863,0.48403278,0.250591606,0.483017325,0.250524491,0.484826177,0.250734955,0.483222097,0.250604331,0.481996924,0.250425041,0.472539157,0.25466162,0.469776243,0.254441231,0.484577209,0.276875913,0.484152734,0.277060002,0.466553718,0.338065505,0.458693326,0.327105939,0.500044644,0.406259179,0.496316433,0.367671818,0.544253469,0.43811208,0.538762867,0.394262552,0.554832876,0.450408757,0.543705702,0.406745225,0.556214988,0.450770676,0.543318987,0.406311005,0.552068949,0.445881009,0.542087793,0.404715121,0.483813435,0.517898917,0.477134734,0.522924423,0.483199269,0.631898403,0.484514177,0.641149819,0.443778694,0.702969313,0.482481688,0.762593746,0.42878443,0.704564631,0.472108066,0.787620246,0.44325754,0.758112848,0.515612066,0.78738147
0.489476413,0.262671024,0.486292511,0.250692219,0.485041589,0.250496358,0.484101027,0.25039047,0.485541612,0.250678539,0.483980864,0.250537485,0.482768685,0.25033325,0.473403424,0.254598349,0.470272213,0.254354477,0.485501111,0.27687645,0.484878242,0.277054459,0.468093246,0.338426888,0.459615171,0.327123791,0.501279652,0.406238049,0.496325284,0.364050478,0.545367301,0.436993062,0.539115608,0.391603053,0.556190312,0.448946804,0.54403764,0.40425092,0.557595253,0.449140966,0.543992281,0.403709799,0.553564131,0.444397837,0.542619824,0.401467472,0.484967709,0.518632948,0.478466213,0.524555981,0.483408332,0.633424819,0.484966308,0.642893672,0.445492774,0.702771902,0.482401371,0.762717903,0.431291699,0.70492661,0.472133994,0.78769809,0.444556296,0.758293509,0.515584588,0.787439346
0.4909468,0.262561262,0.487615645,0.250632167,0.486762017,0.250373363,0.485906601,0.250220358,0.48701489,0.250513166,0.485837042,0.250237197,0.484150141,0.250026435,0.47432974,0.254128277,0.471316874,0.253790319,0.487389863,0.276901156,0.486632913,0.27689293,0.4700405,0.340112567,0.461711287,0.327248186,0.50864011,0.398924589,0.506246448,0.351421267,0.549722493,0.417004079,0.550064385,0.384479046,0.560713887,0.428159505,0.557062864,0.386695772,0.561705709,0.426351786,0.557353675,0.385808051,0.558192074,0.422602415,0.55518806,0.386051923,0.487927794,0.518631458,0.479516178,0.524878263,0.493856758,0.629239738,0.48826018,0.645301282,0.453801781,0.700604737,0.48137033,0.762579501,0.440003127,0.699498236,0.471480906,0.787508965,0.451287925,0.757865369,0.515433311,0.787363172
0.491339028,0.263846725,0.48830834,0.252562076,0.487552017,0.252219111,0.486666203,0.251966089,0.487688124,0.252193958,0.486431599,0.251599491,0.484462291,0.251066446,0.475198925,0.254694164,0.471713036,0.253967702,0.487797171,0.277800649,0.48694098,0.277788073,0.46918267,0.341738343,0.463474542,0.328943908,0.512208045,0.389946342,0.516642988,0.349671215,0.555441439,0.401424378,0.563304305,0.364183813,0.565293849,0.407387018,0.573920667,0.360443473,0.565979242,0.407334626,0.574536383,0.360067844,0.562972307,0.404677242,0.571013749,0.36263299,0.489009947,0.518559754,0.480211675,0.524293423,0.497554988,0.628280103,0.488292247,0.646130323,0.45711714,0.700265586,0.481310755,0.762744248,0.442903519,0.696927011,0.47152853,0.78792733,0.452144653,0.75801295,0.515447855,0.787359297
0.491333842,0.264112025,0.488554358,0.253253371,0.487783253,0.2529158,0.486804605,0.252647847,0.487956017,0.252889961,0.48660028,0.252286226,0.484565526,0.251684904,0.475568444,0.254960299,0.472283989,0.254081249,0.487726718,0.278069764,0.486958951,0.278088838,0.469017774,0.341369897,0.464739859,0.329484463,0.510969043,0.372796118,0.516689122,0.346892506,0.553092897,0.383943707,0.568639517,0.344359219,0.56306529,0.390868485,0.584312737,0.33960712,0.564333618,0.387479097,0.585503519,0.337785989,0.561318576,0.384122044,0.579390347,0.341724902,0.487941772,0.518080115,0.48066473,0.523607552,0.497685432,0.625620484,0.489112198,0.646013856,0.456557214,0.697748959,0.481231391,0.762703955,0.442227334,0.693006217,0.471629739,0.787863553,0.451435775,0.756202638,0.515348494,0.78737992
