x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32
0.511725247,0.281651974,0.509132743,0.272830606,0.507891059,0.272346258,0.506551623,0.271827877,0.511433005,0.27316612,0.511921644,0.272759467,0.512396097,0.272178352,0.501828432,0.274065793,0.51042217,0.274281144,0.509554923,0.289247036,0.511677265,0.288991809,0.474752039,0.332394004,0.521888196,0.33418262,0.463714689,0.396546841,0.540412247,0.404583097,0.448106617,0.461173266,0.561461091,0.45324561,0.443107784,0.475622386,0.56522733,0.467170089,0.443790287,0.477264673,0.565261245,0.467707068,0.445947558,0.47347039,0.563785255,0.463727117,0.488504589,0.473995507,0.515300751,0.470324755,0.481473655,0.572372317,0.542704165,0.544421136,0.46844548,0.669777751,0.535363019,0.63774389,0.466738045,0.68544662,0.528511167,0.652649641,0.473257214,0.679740369,0.553033173,0.663738251
0.5121665,0.290466279,0.509791434,0.282093078,0.508432388,0.281674147,0.506913722,0.281193584,0.512173533,0.282523811,0.512657046,0.282387793,0.51316613,0.282144099,0.502668321,0.284215063,0.512259424,0.285411865,0.509975731,0.299091935,0.512272775,0.299269557,0.476746678,0.343382001,0.523596108,0.345233083,0.463543504,0.40896824,0.546040833,0.40531233,0.444616914,0.465561301,0.572614253,0.438382864,0.437872946,0.479007632,0.579837501,0.451388776,0.438323468,0.479241103,0.579746008,0.449264497,0.440862209,0.475296289,0.576675117,0.445450604,0.489742368,0.486461908,0.516631901,0.48142761,0.483612031,0.57631731,0.551657856,0.54320091,0.469312608,0.671192765,0.555816352,0.637055755,0.467071146,0.685933411,0.550677896,0.654839337,0.473292708,0.68054837,0.577177107,0.647905409
0.519330859,0.296440989,0.516482174,0.288116336,0.514996588,0.287518263,0.513298333,0.286897242,0.518689811,0.289024353,0.51897347,0.289051265,0.519355893,0.288876772,0.508179128,0.29128921,0.518127859,0.291877806,0.517379344,0.305199295,0.519096613,0.305767864,0.486066997,0.349157333,0.530581474,0.353249133,0.466312945,0.410491794,0.559653282,0.404163867,0.442560136,0.463633686,0.588116288,0.415862054,0.434643537,0.47458294,0.59695214,0.42074737,0.434569627,0.474558979,0.5970999,0.414710104,0.437705129,0.472602785,0.593450308,0.413348317,0.499066561,0.490694582,0.524027765,0.484843791,0.488679141,0.578021228,0.562315047,0.541824818,0.469901741,0.671082437,0.576851606,0.62933737,0.467392445,0.686536193,0.574353755,0.650930285,0.473296463,0.681205988,0.599146128,0.626434684
0.529095054,0.295297712,0.526181996,0.287868887,0.524608314,0.287451297,0.5229671,0.287054032,0.528818667,0.288587421,0.529312193,0.288599283,0.5298388,0.288454592,0.518572748,0.291993022,0.528759658,0.291873395,0.526929021,0.304456413,0.529128373,0.304770559,0.496488214,0.349119633,0.539997458,0.351557553,0.475109041,0.408811957,0.569214404,0.382115006,0.444464475,0.448205054,0.6019907,0.380877882,0.435247302,0.456769019,0.612119436,0.379609227,0.435191989,0.453691155,0.612519979,0.374199629,0.437954932,0.451801598,0.608514845,0.375181466,0.508322477,0.489533216,0.535351455,0.484070212,0.494209468,0.577910006,0.572138131,0.54159987,0.470344335,0.664932609,0.595161498,0.621071696,0.46734941,0.678953469,0.595054746,0.642736614,0.472928792,0.681486785,0.616027415,0.610237539
0.534964144,0.294583648,0.531878829,0.287120283,0.530419052,0.286783338,0.528840184,0.28650412,0.534600616,0.287748575,0.535125911,0.287730962,0.535678089,0.287556112,0.524694741,0.291448534,0.534401476,0.29101634,0.53285706,0.303588033,0.535371125,0.303843051,0.503160298,0.348065495,0.548203707,0.350400031,0.481608123,0.405653,0.575726867,0.371185988,0.44866702,0.439426601,0.608064771,0.36441201,0.438790023,0.446535945,0.619543672,0.362151116,0.436759025,0.441968918,0.619858146,0.358632028,0.439528495,0.441390604,0.616023719,0.360312104,0.51384896,0.48898676,0.541788399,0.483415335,0.496981114,0.57697916,0.57757479,0.541634083,0.471301556,0.658817828,0.602178037,0.619654,0.467546374,0.672524631,0.602383733,0.641037762,0.472427934,0.681695282,0.622154117,0.606034875
0.547295868,0.294079036,0.54432267,0.286299586,0.542729914,0.285944074,0.541187465,0.285666615,0.547614038,0.286894828,0.548447669,0.286824018,0.549270511,0.286592275,0.537433684,0.290308028,0.549234271,0.289845049,0.545179248,0.302792788,0.548403859,0.303230971,0.517444074,0.347102791,0.562770069,0.349205285,0.495308787,0.400029749,0.593892276,0.354640335,0.461862296,0.426189452,0.62705785,0.337880045,0.452905595,0.432468921,0.636757016,0.333771348,0.451105267,0.427153736,0.636424422,0.331736594,0.453682512,0.425717056,0.633565784,0.334337533,0.52774477,0.487275243,0.555501699,0.482862175,0.504042685,0.568656743,0.588724315,0.541467428,0.475214839,0.641000509,0.609886885,0.620467603,0.470483869,0.657246113,0.609340906,0.640746653,0.47187224,0.671442449,0.629564226,0.607243598
0.561842322,0.294772893,0.559021831,0.28832683,0.557642341,0.288311183,0.556149185,0.288377941,0.562011003,0.288361013,0.562872052,0.288186014,0.563781381,0.287847012,0.553052306,0.294326007,0.564919293,0.291800082,0.560571849,0.304069728,0.563495278,0.30396384,0.535368204,0.347930193,0.58053714,0.348712683,0.512601674,0.397745579,0.610652626,0.343441516,0.47845313,0.418684125,0.642334938,0.321665525,0.469691098,0.423916996,0.651773989,0.315835297,0.468468964,0.417414129,0.651906133,0.313661188,0.471028239,0.415938586,0.649389625,0.316208422,0.542324066,0.485106528,0.569407105,0.483334184,0.515978396,0.560057938,0.601605594,0.54086858,0.481461674,0.633966446,0.616326869,0.621617019,0.476819247,0.647592545,0.613069415,0.640901327,0.472423851,0.667286098,0.635749161,0.613174975
0.577992201,0.301630259,0.57543087,0.294164985,0.573919296,0.294402421,0.572363079,0.29472068,0.57823056,0.294473559,0.578705013,0.294742852,0.579216838,0.294864357,0.569079101,0.30054602,0.579352617,0.299788505,0.576381743,0.311379671,0.579240561,0.312095642,0.550033867,0.354442805,0.594857872,0.351837069,0.529121697,0.398224473,0.623158514,0.339249164,0.495673835,0.416402817,0.652562141,0.313471675,0.486628205,0.419932783,0.6606341,0.307603896,0.486006588,0.414200485,0.660449326,0.30581215,0.488701671,0.413464665,0.658094049,0.308218002,0.555432618,0.486354977,0.583191872,0.490078568,0.525299191,0.560562491,0.614731252,0.535955131,0.489529163,0.627222359,0.618037283,0.619468153,0.486774772,0.641471446,0.612792432,0.637494266,0.4757438,0.660793781,0.637396693,0.627924979
0.590010703,0.305870771,0.588070273,0.298793375,0.586684108,0.298836291,0.584968448,0.298968375,0.590276837,0.299327105,0.590720057,0.299498439,0.591206551,0.299551249,0.580249965,0.305593908,0.590131104,0.30500111,0.588102877,0.315397322,0.590544581,0.315727741,0.559973538,0.358347684,0.604129016,0.355851293,0.540275395,0.398921192,0.629735887,0.33739084,0.506905019,0.419273734,0.65935111,0.309966773,0.498142868,0.420645207,0.667727053,0.304939061,0.498247772,0.414506882,0.667673945,0.302914947,0.500903785,0.414832801,0.664995551,0.305251926,0.563393176,0.486548007,0.589652836,0.49107033,0.534656227,0.559638321,0.619875789,0.533959389,0.500829756,0.623025954,0.618577898,0.616988897,0.496069759,0.638690352,0.612190425,0.634420693,0.489773899,0.653698266,0.636442006,0.630874693
0.595005095,0.307806283,0.593067229,0.300525188,0.591595948,0.300523341,0.589819074,0.300578892,0.594965816,0.301017791,0.595194995,0.30110231,0.595465899,0.301051378,0.584963202,0.306758732,0.593684554,0.305881798,0.592861831,0.317245156,0.594951212,0.317142934,0.564301491,0.359810144,0.606254458,0.357201755,0.543736458,0.399026334,0.630064666,0.339479655,0.511218548,0.420502394,0.659908235,0.311589718,0.502522349,0.42186442,0.668721974,0.30656594,0.50214082,0.416475683,0.668895602,0.304713666,0.504889727,0.416838586,0.666365504,0.30677861,0.565013885,0.486528456,0.59090203,0.491005629,0.536458194,0.55892241,0.620710731,0.533529162,0.504995167,0.622672379,0.619091868,0.616573334,0.500630021,0.639692426,0.612203717,0.63335681,0.49548313,0.651893973,0.636779904,0.631899238
